#ID;wigosIdentifier;Kennung;Stationsname;Geraetetyp;Messnetz;von_Datum;Geog_Breite;Geog_Laenge;Stationshoehe;pressureLevel;pressureRefLevel;barometerLevel;barometerHeight;airtemp200Height;airtemp005Height;humidityHeight;watertempHeight;rainHeight;visibilityHeight;snowHeight;windHeight;sunHeight;radiationHeight;hasPyrano;cloudHeight
4464;0-20000-0-10564;10564;Schleiz;AMDA II;15,16,320;01.06.1900;50.567882;11.80412;501.38;502.1;;502.1;0.72;2;0.05;2;;1.5;2.5;2.3;12;;;0;1.55
3821;0-20000-0-10565;10565;Osterfeld;MODES H;15,320;01.08.1984;51.08716;11.929265;244.3;245;;245;0.7;2;0.05;2;;1;2.5;2.3;10;;;0;1.55
1612;0-20000-0-10567;10567;Gera-Leumnitz;AMDA II;15,320,526;01.10.1951;50.881208;12.128885;310.72;309.5;;309.5;;2;0.05;2;;1;2.5;2.3;12;;;0;1.55
3946;0-20000-0-10569;10569;Plauen;AMDA II;15,16,320;01.12.1863;50.481832;12.130043;387.13;388.8;;388.8;1.67;2;0.05;2;;1;2.5;2.3;15;;;0;1.55
840;0-20000-0-10574;10574;Carlsfeld;AMDA II;15,320;01.11.1989;50.431251;12.611421;895.32;897.9;850.0;897.9;2.58;2;0.05;2;;2;2.5;2.3;15;;;0;1.55
853;0-20000-0-10577;10577;Chemnitz;AMDA II;15,16,320;01.04.1928;50.791284;12.871975;416.21;418.61;;418.61;2.4;2;0.05;2;;1;2.5;2.3;12;;;0;1.55
1358;0-20000-0-10578;10578;Fichtelberg;AMDA II;15,16,320,526;01.08.1890;50.428295;12.953583;1213.0;1214.6;850.0;1214.6;1.6;2;0.05;2;;2;2.5;2.3;29;;21;657;1.55
3166;0-20000-0-10579;10579;Marienberg;AMDA II;15,320;01.08.1955;50.651055;13.146876;638.97;638.15;;638.15;;2;0.05;2;;1.5;2.5;2.3;12;;;0;1.55
5779;0-20000-0-10582;10582;Zinnwald-Georgenfeld;AMDA II;15,320;01.01.1971;50.731347;13.751612;876.62;876.85;850.0;876.85;0.23;2;0.05;2;;2;2.5;2.3;18;;6;657;1.55
2985;0-20000-0-10591;10591;Lichtenhain-Mittelndorf;AMDA II;15,16,320;01.06.1936;50.938325;14.20938;321.0;319.3;;319.3;;2;0.05;2;;1;2.5;2.3;15;;;0;1.55
5100;0-20000-0-10609;10609;Trier-Petrisberg;AMDA II;15,320;01.04.1930;49.747891;6.658305;261.15;273.11;;273.11;11.96;2;0.05;2;;1;2.5;2.3;18.8;;12.97;657;1.55
5100;0-20000-0-10609;10609;Trier-Petrisberg;AMDA II;15,320;01.04.1930;49.747891;6.658305;261.15;273.11;;273.11;11.96;2;0.05;2;;1;2.5;2.3;18.8;;12.82;657;1.55
766;0-20000-0-10613;10613;Büchel-Alflen;MEA Fachsystem;15;01.12.1958;50.174545;7.05952;477.0;485.84;;485.84;8.84;2;0.05;2;;1;2.5;;10;;;0;1.55
766;0-20000-0-10613;10613;Büchel-Alflen;ARGEM;15;01.12.1958;50.174545;7.05952;477.0;485.84;;485.84;8.84;2;0.05;2;;1;2.5;;10;;;0;1.55
953;0-20000-0-10615;10615;Deuselbach;AMDA II;15,16,320;01.07.1946;49.761881;7.054245;480.49;482;;482;1.51;2;0.05;2;;1;2.5;2.1;10;;6;0;1.55
5871;0-20000-0-10616;10616;Hahn;AMDA II;15,320;01.07.1997;49.946281;7.264495;497.0;503.1;;503.1;6.1;2;0.05;2;;1;;2.3;10;;;0;1.55
2385;0-20000-0-10618;10618;Idar-Oberstein;MEA Fachsystem;15;04.09.1961;49.692695;7.326328;376.0;377.46;;377.46;1.46;2;0.05;2;;1;2.5;;;;;0;1.55
1580;0-20000-0-10628;10628;Geisenheim;AMDA II;15,16,320;01.07.1884;49.985894;7.95482;111.15;111.32;;111.32;0.17;2;0.05;2;;1;2.5;2.1;12;;;0;1.55
2601;0-20000-0-10635;10635;Kleiner Feldberg/Taunus;AMDA II;15,16,320;01.01.1886;50.221797;8.446883;822.1;826.77;850.0;826.77;4.67;2;0.05;2;;1.5;2.5;2.1;12;;8.04;0;1.55
1420;0-20000-0-10637;10637;Frankfurt/Main;AMDA II;15,320,526;01.07.1935;50.025911;8.521294;99.7;104.88;;104.88;5.18;2;0.05;2;;1;2.5;2.3;10;;1.8;657;1.55
7341;0-20000-0-10641;10641;Offenbach-Wetterpark;AMDA II;15,320;22.06.2005;50.08995;8.786165;118.64;121.17;;121.17;2.53;2;0.05;2;;1;2.5;2.1;15;;;0;1.55
7412;0-20000-0-10646;10646;Neuhütten/Spessart;AMDA II;15,320;01.03.2006;50.008293;9.423765;339.5;340.66;;340.66;1.16;2;0.05;2;;1;2.45;2;10;;;0;1.55
7377;;10647;Offenbach/Main (QS-Station-Zentrale);AMDA II;15,320;04.05.2006;50.102944;8.746744;29.0;97;;;;;0.05;;;;;;;;;0;
3287;0-20000-0-10648;10648;Michelstadt-Vielbrunn;AMDA II;15,320;01.10.1987;49.717686;9.099716;452.83;455.46;;455.46;2.63;2;0.05;2;;1;2.5;2.1;12;;6;0;1.55
7384;;10649;Amda32s;AMDA II;15,320;01.02.2006;50.103417;8.747034;98.0;112;;;;;0.05;;;;;;;;;0;
5705;0-20000-0-10655;10655;Würzburg;AMDA II;15,16,320,526;01.05.1936;49.770378;9.957627;268.0;271.77;;271.77;3.77;2;0.05;2;;1;2.3;2;12;;8.6;657;1.55
5705;0-20000-0-10655;10655;Würzburg;AMDA II;15,16,320,526;01.05.1936;49.770378;9.957627;268.0;271.77;;271.77;3.77;2;0.05;2;;1;2.3;2;12;;8.3;657;1.55
2597;0-20000-0-10658;10658;Kissingen, Bad;AMDA II;15,16,320;01.01.1879;50.223991;10.079245;281.73;281.4;;281.4;;2;0.05;2;;1;2.5;2;10;;;0;1.55
867;0-20000-0-10671;10671;Lautertal-Oberlauter;AMDA II;15,16,320;01.08.1882;50.306639;10.967938;343.79;345.66;;345.66;1.87;2;0.05;2;;1;2.5;2;10;;1.9;657;1.55
867;0-20000-0-10671;10671;Lautertal-Oberlauter;AMDA II;15,16,320;01.08.1882;50.306639;10.967938;343.79;345.66;;345.66;1.87;2;0.05;2;;1;2.5;2;10;;1.8;657;1.55
282;0-20000-0-10675;10675;Bamberg;AMDA II;15,320;01.01.1949;49.874252;10.920558;239.96;240.9;;240.9;0.94;2;0.05;2;;1;2.5;2;10;;;0;1.55
2261;0-20000-0-10685;10685;Hof;AMDA II;15,320,526;01.12.1939;50.312257;11.876039;565.2;566.8;;566.8;1.6;2;0.05;2;;1.5;2.5;2;12;;;0;1.55
7394;0-20000-0-10686;10686;Wunsiedel-Schönbrunn;AMDA II;15,320;01.03.2006;50.031507;11.974501;622.27;623.73;;623.73;1.46;2;0.05;2;;1.5;2.5;2;10;;;0;1.55
5397;0-20000-0-10688;10688;Weiden;AMDA II;15,16,320;01.01.1879;49.666221;12.184448;439.6;436.5;;436.5;;2;0.05;2;;1;2.5;2;12;;6;0;1.55
460;0-20000-0-10704;10704;Berus;AMDA II;15,16,320;05.12.1942;49.264058;6.686776;362.33;364.11;;364.11;1.78;2;0.05;2;;1;2.5;2.3;12;;6;0;1.55
5029;0-20000-0-10706;10706;Tholey;AMDA II;15,320;15.05.1975;49.473721;7.038522;386.7;387;;387.12;0.42;2;0.05;2;;1;2.5;2.1;12;;;0;1.55
4336;0-20000-0-10708;10708;Saarbrücken-Ensheim;AMDA II;15,16,320,526;01.04.1949;49.212782;7.107653;318.96;319.7;;319.7;0.74;2;0.05;2;;1;2.5;;10;;5.1;657;1.55
5426;0-20000-0-10724;10724;Weinbiet;AMDA II;15,320;01.01.1951;49.375801;8.121233;552.5;557.8;;557.8;5.3;2;0.05;2;;1.5;2.5;2.1;29;;24.2;0;1.55
5906;0-20000-0-10729;10729;Mannheim;AMDA II;15,16,320;01.01.1758;49.506251;8.558439;97.95;99.35;;99.35;1.4;2;0.05;2;;1;2.5;2.3;10;;1.75;657;1.55
5906;0-20000-0-10729;10729;Mannheim;AMDA II;15,16,320;01.01.1758;49.506251;8.558439;97.95;99.35;;99.35;1.4;2;0.05;2;;1;2.5;2.3;10;;1.85;657;1.55
4177;0-20000-0-10731;10731;Rheinstetten;AMDA II;15,16,320,526;01.05.1923;48.972627;8.330081;116.06;117.76;;117.76;1.7;2;0.05;2;;1;2.5;2;10;;6;0;1.55
13674;0-20000-0-10733;10733;Waibstadt;AMDA II;15,320;08.03.2007;49.294262;8.905286;236.63;239.61;;239.61;2.98;2;0.05;2;;1;2.5;2;10;;;0;1.55
3362;0-20000-0-10736;10736;Mühlacker;AMDA II;15,320;25.07.1978;48.972073;8.873462;243.16;243.31;;243.31;0.15;2;0.05;2;;1;2.5;2.3;12;;;0;1.55
4931;0-20000-0-10738;10738;Stuttgart-Echterdingen;AMDA II;15,320,526;15.02.1937;48.688265;9.223548;371.3;391.36;;391.36;20.06;2;0.05;2;;1;2.5;2;10;;;0;1.55
4928;0-20000-0-10739;10739;Stuttgart (Schnarrenberg);AMDA II;15,320;01.01.1957;48.828085;9.200028;314.28;312.06;;312.06;;2;0.05;2;;1;2.5;2;12;;4.25;657;1.55
4928;0-20000-0-10739;10739;Stuttgart (Schnarrenberg);AMDA II;15,320;01.01.1957;48.828085;9.200028;314.28;312.06;;312.06;;2;0.05;2;;1;2.5;2;12;;4.29;657;1.55
3761;0-20000-0-10742;10742;Öhringen;AMDA II;15,16,320;01.07.1836;49.207016;9.517582;275.94;274.44;;274.44;;2;0.05;2;;1;2.5;2;15;;;0;1.55
3603;0-20000-0-10743;10743;Niederstetten;MEA Fachsystem;15;08.08.1961;49.389529;9.966633;459.12;481.98;;481.98;22.86;2;0.05;2;;1;2.15;;10;;6;0;1.55
2485;0-20000-0-10747;10747;Kaisersbach-Cronhütte;AMDA II;15,16,320;01.12.1887;48.917038;9.687101;488.7;489.77;;489.77;1.07;2;0.05;2;;1;2.5;2;12;;;0;1.55
7369;0-20000-0-10756;10756;Feuchtwangen-Heilbronn;AMDA II;15,320;01.11.2005;49.162297;10.366126;475.06;476.5;;476.5;1.44;2;0.05;2;;1;2.5;2;10;;;0;1.55
5440;0-20000-0-10761;10761;Weißenburg-Emetzheim;AMDA II;15,16,320;01.06.1876;49.01153;10.930837;439.3;440.5;;440.5;1.2;2;0.05;2;;1;2.5;2;10;;;0;1.55
3668;0-20000-0-10763;10763;Nürnberg;AMDA II;15,320,526;01.01.1878;49.503031;11.054923;313.81;317.45;;317.45;3.64;2;0.05;2;;1;2.5;2;10;1.6;1.6;0;1.55
4280;0-20000-0-10765;10765;Roth;AMDA II;15,320;01.02.1940;49.216232;11.103514;385.65;387;;387;1.35;2;0.05;2;;1;2.5;2;10;;;0;1.55
2773;0-20000-0-10771;10771;Kümmersbruck;MEA Fachsystem;15;01.01.1974;49.428348;11.90159;415.47;418.04;;418.04;2.57;2;0.05;2;;1;2.5;;;;;0;1.55
4104;0-20000-0-10776;10776;Regensburg;AMDA II;15,16,320;03.05.1771;49.042482;12.101943;365.36;370.59;;370.59;5.23;2;0.05;2;;1;8.84;2;15;;9.55;0;1.55
1587;0-20000-0-10777;10777;Gelbelsee;AMDA II;15,320;01.01.1979;48.948116;11.428929;536.0;537.6;;537.6;1.6;2;0.05;2;;1.5;2.5;2;10;;;0;1.55
7370;0-20000-0-10782;10782;Waldmünchen;AMDA II;15,320;31.07.2006;49.390952;12.683802;498.85;499.6;;499.6;0.75;2;0.05;2;;1;2.45;2;12;;4.55;657;1.55
7370;0-20000-0-10782;10782;Waldmünchen;AMDA II;15,320;31.07.2006;49.390952;12.683802;498.85;499.6;;499.6;0.75;2;0.05;2;;1;2.45;2;12;;4.6;657;1.55
4911;0-20000-0-10788;10788;Straubing;AMDA II;15,16,320,526;01.01.1883;48.827504;12.559695;350.5;359.13;;359.13;8.63;2;0.05;2;;1;2.5;2;10;;;0;1.55
1832;0-20000-0-10791;10791;Großer Arber;AMDA II;15,320;01.11.1982;49.112887;13.133791;1436.0;1445.55;850.0;1445.55;9.55;2;0.05;2;;3.25;3.73;2.9;15;10;;0;3.8
5800;0-20000-0-10796;10796;Zwiesel;AMDA II;15,320;03.10.1975;49.028013;13.238509;614.7;615.37;;615.37;0.67;2;0.05;2;;1.5;2.45;2;10;;;0;1.55
1443;0-20000-0-10803;10803;Freiburg;AMDA II;15,16,320;01.01.1868;48.023242;7.834292;236.46;237.45;;237.45;0.99;2;0.05;2;;1;2.5;2;12;;6;0;1.55
2812;0-20000-0-10805;10805;Lahr;AMDA II;15,16,320;01.10.1949;48.364742;7.827986;155.74;156.88;;156.88;1.14;2;0.05;2;;1;2.5;2;10;;;0;1.55
1468;0-20000-0-10815;10815;Freudenstadt;AMDA II;15,320;15.04.1948;48.453828;8.408952;796.54;800.69;850.0;800.69;4.15;2;0.05;2;;2;2.5;2;34.19;;32.55;0;1.55
2638;0-20000-0-10818;10818;Klippeneck;AMDA II;15,16,320;22.08.1927;48.105397;8.754788;973.46;974.57;850.0;974.57;1.11;2;0.05;2;;2;2.3;2;15;;6;0;1.55
3268;0-20000-0-10827;10827;Meßstetten-Appental;AMDA II;15,320;01.04.1974;48.169353;8.943265;899.5;900.4;850.0;900.4;0.9;2;0.05;2;;2;2.5;2;15;;;0;1.55
4887;0-20000-0-10836;10836;Stötten;AMDA II;15,320;01.10.1945;48.665587;9.864791;733.76;734.66;;734.66;0.9;2;0.05;2;;1.5;2.5;2.3;12;;6;0;1.55
2886;0-20000-0-10837;10837;Laupheim;MEA Fachsystem;15;01.01.1967;48.217539;9.909736;539.0;549.86;;;;2;0.05;2;;;;;;;;0;
15444;0-20000-0-10840;10840;Ulm-Mähringen;AMDA II;15,320;15.05.2014;48.441768;9.921613;592.57;593.76;;593.76;1.19;2;0.05;2;;1.5;2.3;2;10;;3.76;657;1.55
15444;0-20000-0-10840;10840;Ulm-Mähringen;AMDA II;15,320;15.05.2014;48.441768;9.921613;592.57;593.76;;593.76;1.19;2;0.05;2;;1.5;2.3;2;10;;3.82;657;1.55
2023;0-20000-0-10850;10850;Harburg;AMDA II;15,320;09.10.1974;48.791834;10.706234;501.26;502.56;;502.56;1.3;2;0.05;2;;1.5;2.4;2;10;;;0;1.55
232;0-20000-0-10852;10852;Augsburg;AMDA II;15,320,526;01.11.1946;48.425292;10.941681;461.53;473.5;;473.5;11.97;2;0.05;2;;1;2.5;2;9;;6;0;1.55
3484;0-20000-0-10853;10853;Neuburg an der Donau;MEA Fachsystem;15;02.05.1961;48.708492;11.214669;378.85;380.03;;380.03;1.18;2;0.05;2;;;2.5;;10;;;0;1.55
2905;0-20000-0-10856;10856;Lechfeld;MEA Fachsystem;15;23.07.1958;48.184868;10.850695;550.0;562.47;;562.47;12.47;2;0.05;2;;1;2.5;;10;;;0;1.55
2410;0-20000-0-10860;10860;Ingolstadt-Manching;MEA Fachsystem;15;25.04.1960;48.711147;11.536252;364.0;366.03;;366.03;2.03;2;0.05;2;;1;2.5;;10;;;0;1.55
7387;;10861;Amda35s;AMDA II;15,320;01.02.2006;48.244352;11.552536;484.0;489.1;;;;;0.05;;;;;;;;;0;
5404;0-20000-0-10863;10863;Weihenstephan-Dürnast;AMDA II;15,16,320;01.01.1869;48.402404;11.694552;477.1;478.7;;478.7;1.6;2;0.05;2;;1;2.5;2;10;2.16;2.53;0;1.55
5404;0-20000-0-10863;10863;Weihenstephan-Dürnast;AMDA II;15,16,320;01.01.1869;48.402404;11.694552;477.1;478.7;;478.7;1.6;2;0.05;2;;1;2.5;2;10;2.16;2.47;0;1.55
3379;0-20000-0-10865;10865;München-Stadt;AMDA II;15,320;20.05.1954;48.163202;11.542893;515.37;525.6;;525.6;10.23;2;0.05;2;;1.5;22.37;2;29.28;21.54;;0;21.88
1262;0-20000-0-10870;10870;München-Flughafen;AMDA II;15,320,526;17.05.1992;48.347741;11.813385;445.5;446.6;;446.6;1.1;2;0.05;2;;1;2.5;2;10;6;;0;1.55
7395;0-20000-0-10872;10872;Gottfrieding;MODES H;15,320;01.03.2006;48.659461;12.538816;350.47;351.57;;351.57;1.1;2;0.05;2;;1;2.5;2;10;;;0;1.55
3366;0-20000-0-10875;10875;Mühldorf;AMDA II;15,16,320;01.01.1899;48.278982;12.502407;405.6;406.48;;406.48;0.88;2;0.05;2;;1;2.3;2;10;;6;0;1.55
5856;0-20000-0-10895;10895;Fürstenzell;AMDA II;15,320;03.01.1997;48.545114;13.353159;476.4;479.9;;479.9;3.5;2;0.05;2;;1;2.45;2;12;;10.13;657;1.55
5856;0-20000-0-10895;10895;Fürstenzell;AMDA II;15,320;03.01.1997;48.545114;13.353159;476.4;479.9;;479.9;3.5;2;0.05;2;;1;2.45;2;12;;10.05;657;1.55
1346;0-20000-0-10908;10908;Feldberg/Schwarzwald;AMDA II;15,16,320;01.05.1925;47.874842;8.003793;1486.07;1495.82;850.0;1495.82;9.75;14.4;0.05;14.4;;3.7;5.3;3.5;18.4;;4.25;657;4.05
2712;0-20000-0-10929;10929;Konstanz;AMDA II;15,320;02.07.1951;47.695219;9.130698;428.06;429.56;;429.56;1.5;2;0.05;2;;1;2.35;2;10;;1.78;657;1.55
7403;0-20000-0-10945;10945;Leutkirch-Herlazhofen;AMDA II;15,320;01.03.2006;47.795529;10.032457;671.73;673.47;;673.47;1.74;2;0.05;2;;1.5;2.5;2;10;;;0;1.55
2559;0-20000-0-10946;10946;Kempten;AMDA II;15,16,320,526;01.01.1879;47.723263;10.334786;705.2;702.02;;702.02;;2;0.05;2;;1.5;2.5;2;15;;6;0;1.55
3730;0-20000-0-10948;10948;Oberstdorf;AMDA II;15,16,320;01.01.1886;47.398429;10.275881;805.76;806.81;850.0;806.81;1.05;2;0.05;2;;1.5;2.5;3.8;10;;2;0;1.55
125;0-20000-0-10954;10954;Altenstadt;MEA Fachsystem;15;12.04.1961;47.834163;10.866744;738.64;757.2;850.0;757.2;18.56;2;0.05;2;;1;2.5;;;;;0;1.55
5792;0-20000-0-10961;10961;Zugspitze;AMDA II;15,320;19.07.1900;47.421037;10.984761;2956.0;2960.2;700.0;2960.2;4.2;10.13;0.05;10.13;;;10;;15.45;9.77;9.76;0;10.05
5792;0-20000-0-10961;10961;Zugspitze;AMDA II;15,320;19.07.1900;47.421037;10.984761;2956.0;2960.2;700.0;2960.2;4.2;10.13;0.05;10.13;;;10;;15.45;9.77;10.25;0;10.05
2290;0-20000-0-10962;10962;Hohenpeißenberg;AMDA II;15,16,320,526;01.01.1781;47.800869;11.010819;977.2;985.72;850.0;985.72;8.52;2;0.05;2;;1.5;2.4;2;15;15.16;15.12;0;1.55
2290;0-20000-0-10962;10962;Hohenpeißenberg;AMDA II;15,16,320,526;01.01.1781;47.800869;11.010819;977.2;985.72;850.0;985.72;8.52;2;0.05;2;;1.5;2.4;2;15;15.16;15.45;0;1.55
1550;0-20000-0-10963;10963;Garmisch-Partenkirchen;AMDA II;15,16,320;01.01.1887;47.482989;11.062126;719.25;720.14;;720.14;0.89;2;0.05;2;;1.5;2.45;2.05;15;;7.7;0;1.55
7325;0-276-15-7325;10966;Schneefernerhaus;AMDA II;15,320;01.01.1960;47.416543;10.979479;2650.0;2667.37;700.0;2667.48;17.48;22.7;0.05;22.7;;17.85;;;26.4;17.89;17.88;0;17.9
19912;0-276-2-19912;10970;Bichl;MODES H;15,320;16.02.2024;47.714715;11.416682;631.0;631;;;;;0.05;;;;;;;;;0;
856;0-20000-0-10982;10982;Chieming;AMDA II;15,320;03.05.1976;47.884257;12.540368;551.2;552.15;;552.15;0.95;2;0.05;2;;1.5;2.5;2.3;10;;6;0;1.55
2100;0-276-3-2100;A002;Helgoland-Düne;MODES III W;16,320;01.08.2018;54.185992;7.911932;4.06;4.06;;;;;0.05;;;;;;;;;0;
3217;0-276-3-3217;A051;Weesby;MODES III N;16,320;01.07.1891;54.837286;9.148066;22.0;22;;;;;0.05;;;1;;;;;;0;
5732;0-276-3-5732;A112;Wrixum/Föhr;MODES III N;16,320;01.07.1887;54.692781;8.527128;9.0;9;;;;;0.05;;;1;;;;;;0;
19243;0-276-3-19243;A116;Föhr;MODES III W;16,320;03.09.2020;54.68312;8.472051;7.5;7.5;;;;;0.05;;;;;;10;;;0;
791;0-276-3-791;A138;Bordelum;MODES III N;16,320;09.11.1946;54.632756;8.936989;5.0;5;;;;;0.05;;;1;;;;;;0;
1130;0-276-3-1130;A159;Eggebek;MODES III N;15,16,320;13.10.1960;54.62823;9.364924;18.0;18;;;;;0.05;;;1;;;;;;0;
1379;0-276-3-1379;A160;Flensburg (Schäferhaus);MODES III W;15,16,320;01.09.1865;54.773679;9.375294;40.5;40.5;;;;;0.05;;;;;;10;;;0;
4405;0-276-3-4405;A173;Satrup;MODES III N;16,320;01.07.1936;54.685407;9.6261;33.5;33.5;;;;;0.05;;;1;;;;;;0;
1963;0-276-3-1963;A201;Hallig Hooge;MODES III W;16,320;01.10.1940;54.574167;8.513315;4.0;4;;;;;0.05;;;;;;10;;;0;
4919;0-276-3-4919;A216;Strucklahnungshörn;MODES III W;16,320;01.10.1977;54.496485;8.806926;7.0;7;;;;;0.05;;;;;;10;;;0;
7298;0-276-3-7298;A226;Hattstedt;MODES III S;16,320;10.11.2004;54.526755;9.042461;4.0;4;;;;2;0.05;2;;1;;;;;;0;
1813;0-276-3-1813;A345;Groß Wittensee;MODES III N;16,320;01.11.1917;54.403194;9.765426;17.0;17;;;;;0.05;;;1;;;;;;0;
1266;0-276-3-1266;A351;Erfde;MODES III S;16,320;23.06.1891;54.299212;9.316185;18.0;18;;;;2;0.05;2;;1;;;;;;0;
1827;0-276-3-1827;A397;Großenbrode;MODES III N;16,320;01.05.1915;54.372582;11.082818;2.5;2.5;;;;;0.05;;;1;;;;;;0;
2734;0-276-3-2734;A411;Krempel;MODES III N;16,320;01.09.1907;54.323692;9.024711;1.0;1;;;;;0.05;;;1;;;;;;0;
6105;0-276-3-6105;A443;Ostenfeld (Rendsburg);MODES III S;16,320;12.05.1998;54.319385;9.80512;14.5;14.5;;;;2;0.05;2;;1;;;;6;;0;
4666;0-276-3-4666;A473;Köhn;MODES III N;16,320;01.06.2005;54.344412;10.458082;40.0;40;;;;;0.05;;;1;;;;;;0;
5877;0-276-3-5877;A480;Putlos;MODES III W;16,320;10.03.1997;54.31598;10.800223;5.0;5;;;;;0.05;;;;;;10;;;0;
2306;0-276-3-2306;A481;Hohwacht;MODES III S;16,320;01.11.1977;54.319391;10.673193;7.5;7.5;;;;2;0.05;2;;1;;;;;;0;
19171;0-276-3-19171;A482;Hasenkrug-Hardebek;MODES III S;16,320;16.01.2020;54.00385;9.855495;13.0;13;;;;2;0.05;2;;1;;;10;;;0;
19172;0-276-3-19172;A483;Wacken;MODES III S;16,320;16.01.2020;54.0246;9.387966;48.0;48;;;;2;0.05;2;;1;;;;;;0;
788;0-276-3-788;A505;Büsum;MODES III W;16,17,320;01.05.1891;54.119305;8.858369;3.0;3;;;;;0.05;;;;;;10;;;0;
5057;0-276-3-5057;A536;Haale;MODES III N;16,320;16.03.1949;54.169524;9.555852;27.5;27.5;;;;;0.05;;;1;;;;;;0;
7427;0-276-3-7427;A653;Padenstedt (Pony-Park);MODES III S;16,320;31.07.2006;54.018844;9.925507;16.5;16.5;;;;2;0.05;2;;1;;;;;;0;
5078;0-276-3-5078;A699;Travemünde;MODES III W;16,320;01.09.1928;53.961947;10.889158;2.3;2.3;;;;;0.05;;;;;;13.4;;;0;
13687;0-276-3-13687;A752;Weddelbrook;MODES III N;16,320;24.05.2007;53.900473;9.830793;18.0;18;;;;;0.05;;;1;;;;;;0;
5280;0-276-3-5280;A762;Wittenborn;MODES III S;16,320;30.03.1981;53.922412;10.226738;32.5;32.5;;;;2;0.05;2;;1;;;;;;0;
4602;0-276-3-4602;A791;Schwartau,Bad -Groß Parin;MODES III N;16,320;27.06.1985;53.938481;10.698267;26.0;26;;;;;0.05;;;1;;;;;;0;
5058;0-276-3-5058;A940;Sprenge;MODES III N;16,320;01.01.1978;53.68927;10.365697;55.5;55.5;;;;;0.05;;;1;;;;;;0;
1736;0-276-3-1736;A981;Grambek;MODES III S;16,320;01.04.1937;53.573115;10.679686;25.5;25.5;;;;2;0.05;2;;1;;;;;;0;
2201;0-276-3-2201;B006;Hiddensee-Vitte;MODES III S;16,320;13.04.1931;54.574966;13.104408;1.0;1;;;;2;0.05;2;;1;;;;;;0;
6097;0-276-3-6097;B040;Darßer Ort (SWN);MODES III W;16,320;04.11.1998;54.473768;12.501388;4.0;4;;;;;0.05;;;;;;12;;;0;
4352;0-276-3-4352;B085;Sagard-Vorwerk;MODES III N;16,320;01.06.1890;54.515937;13.530523;4.5;4.5;;;;;0.05;;;1;;;;;;0;
6199;0-276-3-6199;B158;Steinhagen-Negast;MODES III S;16,320;01.08.2000;54.248381;13.041864;16.0;16;;;;2;0.05;2;;1;;;;;;0;
6101;0-276-3-6101;B203;Bastorf-Kägsdorf (SWN);MODES III W;16,320;16.12.1999;54.132325;11.671881;51.0;51;;;;;0.05;;;;;;12;;;0;
5097;0-276-3-5097;B258;Tribsees;MODES III S;16,320;01.06.1890;54.065427;12.765454;9.5;9.5;;;;2;0.05;2;;1;;;;;;0;
2578;0-276-3-2578;B308;Kirchdorf/Poel;MODES III S;16,320;01.09.1852;53.999513;11.434142;13.5;13.5;;;;2;0.05;2;;1;;;;;;0;
2749;0-276-3-2749;B320;Biendorf-Gersdorf;MODES III N;16,320;01.09.1965;54.080548;11.74249;52.0;52;;;;;0.05;;;1;;;;;;0;
1803;0-276-3-1803;B334;Sanitz-Groß Lüsewitz;MODES III S;16,320;01.06.1949;54.071364;12.323764;34.5;34.5;;;;2;0.05;2;;1;;;12;;;0;
3965;0-276-3-3965;B365;Süderholz-Neuendorf;MODES III N;16,320;01.06.1900;54.103401;13.15331;5.5;5.5;;;;;0.05;;;1;;;;;;0;
6310;0-276-3-6310;B382;Karlshagen;MODES III S;16,320;01.01.1910;54.104896;13.823906;1.0;1;;;;2;0.05;2;;1;;;;;;0;
15003;0-276-3-15003;B471;Kruckow-Schmarsow;MODES III N;16,320;30.11.2010;53.875346;13.210143;19.5;19.5;;;;;0.05;;;1;;;;;;0;
2518;0-276-3-2518;B482;Groß Kiesow-Schlagtow;MODES III N;16,320;01.05.1900;54.011742;13.499925;34.0;34;;;;;0.05;;;1;;;;;;0;
167;0-276-3-167;B488;Anklam;MODES III S;16,320;01.05.1890;53.840867;13.685443;11.0;11;;;;2;0.05;2;;1;;;;;;0;
839;0-276-3-839;B508;Carlow;MODES III N;16,320;19.10.1965;53.757531;10.928814;27.0;27;;;;;0.05;;;1;;;;;;0;
1769;0-276-3-1769;B511;Grevesmühlen;MODES III N;16,320;01.11.1907;53.831209;11.171278;24.0;24;;;;;0.05;;;1;;;;;;0;
2272;0-276-3-2272;B525;Ventschow;MODES III N;16,320;01.09.1898;53.778422;11.55948;43.5;43.5;;;;;0.05;;;1;;;;;;0;
312;0-276-3-312;B531;Baumgarten;MODES III N;16,320;01.06.1936;53.814876;11.88179;50.0;50;;;;;0.05;;;1;;;;;;0;
1888;0-276-3-1888;B544;Gülzow-Prüzen-Parum;MODES III N;16,320;01.09.1965;53.811914;12.113984;9.5;9.5;;;;;0.05;;;1;;;;;;0;
19207;0-276-3-19207;B547;Gülzow-Prüzen;MODES III S;16,320;18.02.2020;53.817775;12.064513;16.0;16;;;;2;0.05;2;;1;;;10;;;0;
5009;0-276-3-5009;B556;Teterow;MODES III S;15,16,320;01.03.1890;53.761035;12.557375;37.0;37;;;;2;0.05;2;;1;;;;;;0;
1669;0-276-3-1669;B565;Borrentin-Wolkwitz;MODES III N;16,320;01.09.1925;53.808029;12.960697;42.5;42.5;;;;;0.05;;;1;;;;;;0;
